Date,Open,High,Low,Close,Volume,fetch_timestamp
2026-01-16 01:30:00+00:00,183.951,184.086,183.925,184.078,2985,2026-01-20 17:29:43.936771+00:00
2026-01-16 02:00:00+00:00,184.077,184.109,183.823,183.895,3904,2026-01-20 17:29:43.936771+00:00
2026-01-16 02:30:00+00:00,183.896,183.912,183.454,183.778,5620,2026-01-20 17:29:43.936771+00:00
2026-01-16 03:00:00+00:00,183.781,183.786,183.582,183.666,3427,2026-01-20 17:29:43.936771+00:00
2026-01-16 03:30:00+00:00,183.665,183.689,183.586,183.59,2759,2026-01-20 17:29:43.936771+00:00
2026-01-16 04:00:00+00:00,183.591,183.761,183.583,183.703,2617,2026-01-20 17:29:43.936771+00:00
2026-01-16 04:30:00+00:00,183.702,183.795,183.668,183.769,2007,2026-01-20 17:29:43.936771+00:00
2026-01-16 05:00:00+00:00,183.77,183.782,183.703,183.723,2120,2026-01-20 17:29:43.936771+00:00
2026-01-16 05:30:00+00:00,183.724,183.819,183.704,183.817,2375,2026-01-20 17:29:43.936771+00:00
2026-01-16 06:00:00+00:00,183.818,183.905,183.793,183.857,2743,2026-01-20 17:29:43.936771+00:00
2026-01-16 06:30:00+00:00,183.856,183.888,183.748,183.875,2370,2026-01-20 17:29:43.936771+00:00
2026-01-16 07:00:00+00:00,183.875,183.924,183.677,183.697,4144,2026-01-20 17:29:43.936771+00:00
2026-01-16 07:30:00+00:00,183.697,183.74,183.59,183.663,5714,2026-01-20 17:29:43.936771+00:00
2026-01-16 08:00:00+00:00,183.662,183.729,183.548,183.596,4985,2026-01-20 17:29:43.936771+00:00
2026-01-16 08:30:00+00:00,183.601,183.693,183.49,183.663,4645,2026-01-20 17:29:43.936771+00:00
2026-01-16 09:00:00+00:00,183.664,183.682,183.565,183.622,3820,2026-01-20 17:29:43.936771+00:00
2026-01-16 09:30:00+00:00,183.621,183.653,183.55,183.633,4023,2026-01-20 17:29:43.936771+00:00
2026-01-16 10:00:00+00:00,183.633,183.666,183.552,183.625,4179,2026-01-20 17:29:43.936771+00:00
2026-01-16 10:30:00+00:00,183.618,183.68,183.595,183.628,3789,2026-01-20 17:29:43.936771+00:00
2026-01-16 11:00:00+00:00,183.628,183.729,183.6,183.721,3907,2026-01-20 17:29:43.936771+00:00
2026-01-16 11:30:00+00:00,183.721,183.722,183.669,183.685,3451,2026-01-20 17:29:43.936771+00:00
2026-01-16 12:00:00+00:00,183.688,183.802,183.685,183.769,3967,2026-01-20 17:29:43.936771+00:00
2026-01-16 12:30:00+00:00,183.77,183.783,183.699,183.753,4838,2026-01-20 17:29:43.936771+00:00
2026-01-16 13:00:00+00:00,183.752,183.752,183.54,183.666,4957,2026-01-20 17:29:43.936771+00:00
2026-01-16 13:30:00+00:00,183.665,183.676,183.499,183.59,5044,2026-01-20 17:29:43.936771+00:00
2026-01-16 14:00:00+00:00,183.584,183.658,183.561,183.581,4269,2026-01-20 17:29:43.936771+00:00
2026-01-16 14:30:00+00:00,183.584,183.62,183.404,183.456,5925,2026-01-20 17:29:43.936771+00:00
2026-01-16 15:00:00+00:00,183.455,183.569,183.302,183.395,7803,2026-01-20 17:29:43.936771+00:00
2026-01-16 15:30:00+00:00,183.394,183.455,183.2,183.247,8799,2026-01-20 17:29:43.936771+00:00
2026-01-16 16:00:00+00:00,183.245,183.412,183.241,183.286,6694,2026-01-20 17:29:43.936771+00:00
2026-01-16 16:30:00+00:00,183.281,183.365,183.248,183.274,5410,2026-01-20 17:29:43.936771+00:00
2026-01-16 17:00:00+00:00,183.278,183.421,183.278,183.372,3625,2026-01-20 17:29:43.936771+00:00
2026-01-16 17:30:00+00:00,183.37,183.415,183.332,183.369,3216,2026-01-20 17:29:43.936771+00:00
2026-01-16 18:00:00+00:00,183.364,183.442,183.327,183.421,3214,2026-01-20 17:29:43.936771+00:00
2026-01-16 18:30:00+00:00,183.42,183.438,183.386,183.412,2233,2026-01-20 17:29:43.936771+00:00
2026-01-16 19:00:00+00:00,183.415,183.437,183.352,183.381,2418,2026-01-20 17:29:43.936771+00:00
2026-01-16 19:30:00+00:00,183.38,183.404,183.335,183.357,2289,2026-01-20 17:29:43.936771+00:00
2026-01-16 20:00:00+00:00,183.356,183.376,183.329,183.348,1582,2026-01-20 17:29:43.936771+00:00
2026-01-16 20:30:00+00:00,183.347,183.377,183.309,183.355,2094,2026-01-20 17:29:43.936771+00:00
2026-01-16 21:00:00+00:00,183.354,183.431,183.351,183.395,1218,2026-01-20 17:29:43.936771+00:00
2026-01-16 21:30:00+00:00,183.397,183.406,183.335,183.352,2008,2026-01-20 17:29:43.936771+00:00
2026-01-18 22:00:00+00:00,182.735,182.886,182.735,182.796,1293,2026-01-20 17:29:43.936771+00:00
2026-01-18 22:30:00+00:00,182.797,182.891,182.793,182.838,3294,2026-01-20 17:29:43.936771+00:00
2026-01-18 23:00:00+00:00,182.834,183.105,182.699,183.092,6940,2026-01-20 17:29:43.936771+00:00
2026-01-18 23:30:00+00:00,183.093,183.199,183.047,183.138,5873,2026-01-20 17:29:43.936771+00:00
2026-01-19 00:00:00+00:00,183.139,183.306,183.072,183.252,6947,2026-01-20 17:29:43.936771+00:00
2026-01-19 00:30:00+00:00,183.25,183.358,183.146,183.17,6383,2026-01-20 17:29:43.936771+00:00
2026-01-19 01:00:00+00:00,183.172,183.316,183.002,183.021,6344,2026-01-20 17:29:43.936771+00:00
2026-01-19 01:30:00+00:00,183.023,183.355,183.023,183.265,4392,2026-01-20 17:29:43.936771+00:00
2026-01-19 02:00:00+00:00,183.266,183.419,183.266,183.355,4118,2026-01-20 17:29:43.936771+00:00
2026-01-19 02:30:00+00:00,183.354,183.484,183.343,183.394,3230,2026-01-20 17:29:43.936771+00:00
2026-01-19 03:00:00+00:00,183.395,183.471,183.375,183.409,3287,2026-01-20 17:29:43.936771+00:00
2026-01-19 03:30:00+00:00,183.408,183.552,183.39,183.523,2871,2026-01-20 17:29:43.936771+00:00
2026-01-19 04:00:00+00:00,183.524,183.612,183.491,183.573,2711,2026-01-20 17:29:43.936771+00:00
2026-01-19 04:30:00+00:00,183.572,183.639,183.55,183.597,2971,2026-01-20 17:29:43.936771+00:00
2026-01-19 05:00:00+00:00,183.599,183.639,183.536,183.627,2869,2026-01-20 17:29:43.936771+00:00
2026-01-19 05:30:00+00:00,183.628,183.711,183.59,183.595,3075,2026-01-20 17:29:43.936771+00:00
2026-01-19 06:00:00+00:00,183.597,183.669,183.537,183.642,2957,2026-01-20 17:29:43.936771+00:00
2026-01-19 06:30:00+00:00,183.641,183.645,183.498,183.504,3434,2026-01-20 17:29:43.936771+00:00
2026-01-19 07:00:00+00:00,183.506,183.788,183.498,183.737,5401,2026-01-20 17:29:43.936771+00:00
2026-01-19 07:30:00+00:00,183.738,183.841,183.612,183.776,5535,2026-01-20 17:29:43.936771+00:00
2026-01-19 08:00:00+00:00,183.778,183.805,183.696,183.716,5776,2026-01-20 17:29:43.936771+00:00
2026-01-19 08:30:00+00:00,183.727,183.731,183.619,183.701,4398,2026-01-20 17:29:43.936771+00:00
2026-01-19 09:00:00+00:00,183.7,183.804,183.523,183.589,6076,2026-01-20 17:29:43.936771+00:00
2026-01-19 09:30:00+00:00,183.588,183.74,183.497,183.571,5521,2026-01-20 17:29:43.936771+00:00
2026-01-19 10:00:00+00:00,183.574,183.669,183.523,183.523,3918,2026-01-20 17:29:43.936771+00:00
2026-01-19 10:30:00+00:00,183.519,183.544,183.481,183.519,3853,2026-01-20 17:29:43.936771+00:00
2026-01-19 11:00:00+00:00,183.52,183.658,183.52,183.658,3538,2026-01-20 17:29:43.936771+00:00
2026-01-19 11:30:00+00:00,183.658,183.802,183.658,183.762,3098,2026-01-20 17:29:43.936771+00:00
2026-01-19 12:00:00+00:00,183.762,183.768,183.638,183.676,3410,2026-01-20 17:29:43.936771+00:00
2026-01-19 12:30:00+00:00,183.677,183.765,183.667,183.705,3732,2026-01-20 17:29:43.936771+00:00
2026-01-19 13:00:00+00:00,183.704,183.739,183.68,183.716,3800,2026-01-20 17:29:43.936771+00:00
2026-01-19 13:30:00+00:00,183.72,183.727,183.667,183.685,3336,2026-01-20 17:29:43.936771+00:00
2026-01-19 14:00:00+00:00,183.69,183.715,183.634,183.715,3494,2026-01-20 17:29:43.936771+00:00
2026-01-19 14:30:00+00:00,183.714,183.823,183.68,183.791,4113,2026-01-20 17:29:43.936771+00:00
2026-01-19 15:00:00+00:00,183.79,183.83,183.748,183.821,4071,2026-01-20 17:29:43.936771+00:00
2026-01-19 15:30:00+00:00,183.82,183.997,183.797,183.977,4886,2026-01-20 17:29:43.936771+00:00
2026-01-19 16:00:00+00:00,183.978,184.131,183.936,184.118,4131,2026-01-20 17:29:43.936771+00:00
2026-01-19 16:30:00+00:00,184.116,184.135,184.026,184.026,2310,2026-01-20 17:29:43.936771+00:00
2026-01-19 17:00:00+00:00,184.016,184.052,183.99,184.011,1574,2026-01-20 17:29:43.936771+00:00
2026-01-19 17:30:00+00:00,184.01,184.049,183.997,184.038,1378,2026-01-20 17:29:43.936771+00:00
2026-01-19 18:00:00+00:00,184.037,184.073,184.035,184.057,1133,2026-01-20 17:29:43.936771+00:00
2026-01-19 18:30:00+00:00,184.06,184.08,184.038,184.042,736,2026-01-20 17:29:43.936771+00:00
2026-01-19 19:00:00+00:00,184.043,184.134,184.043,184.114,679,2026-01-20 17:29:43.936771+00:00
2026-01-19 19:30:00+00:00,184.113,184.114,184.05,184.051,774,2026-01-20 17:29:43.936771+00:00
2026-01-19 20:00:00+00:00,184.054,184.121,184.054,184.104,760,2026-01-20 17:29:43.936771+00:00
2026-01-19 20:30:00+00:00,184.106,184.135,184.096,184.135,511,2026-01-20 17:29:43.936771+00:00
2026-01-19 21:00:00+00:00,184.138,184.147,184.098,184.109,664,2026-01-20 17:29:43.936771+00:00
2026-01-19 21:30:00+00:00,184.11,184.135,184.104,184.128,595,2026-01-20 17:29:43.936771+00:00
2026-01-19 22:00:00+00:00,183.919,184.108,183.874,184.07,469,2026-01-20 17:29:43.936771+00:00
2026-01-19 22:30:00+00:00,184.071,184.107,184.059,184.081,644,2026-01-20 17:29:43.936771+00:00
2026-01-19 23:00:00+00:00,184.082,184.183,184.082,184.157,1537,2026-01-20 17:29:43.936771+00:00
2026-01-19 23:30:00+00:00,184.158,184.172,184.081,184.087,1549,2026-01-20 17:29:43.936771+00:00
2026-01-20 00:00:00+00:00,184.088,184.178,183.994,184.027,3832,2026-01-20 17:29:43.936771+00:00
2026-01-20 00:30:00+00:00,184.028,184.106,183.809,183.839,5510,2026-01-20 17:29:43.936771+00:00
2026-01-20 01:00:00+00:00,183.842,184.081,183.765,184.079,5722,2026-01-20 17:29:43.936771+00:00
2026-01-20 01:30:00+00:00,184.08,184.14,183.884,183.907,4374,2026-01-20 17:29:43.936771+00:00
2026-01-20 02:00:00+00:00,183.906,184.016,183.863,183.984,3351,2026-01-20 17:29:43.936771+00:00
2026-01-20 02:30:00+00:00,183.983,184.061,183.983,184.015,2932,2026-01-20 17:29:43.936771+00:00
2026-01-20 03:00:00+00:00,184.016,184.09,183.943,184.06,2644,2026-01-20 17:29:43.936771+00:00
2026-01-20 03:30:00+00:00,184.058,184.166,184.037,184.138,3385,2026-01-20 17:29:43.936771+00:00
2026-01-20 04:00:00+00:00,184.14,184.182,184.103,184.174,2776,2026-01-20 17:29:43.936771+00:00
2026-01-20 04:30:00+00:00,184.173,184.351,184.172,184.348,3854,2026-01-20 17:29:43.936771+00:00
2026-01-20 05:00:00+00:00,184.349,184.399,184.308,184.362,3433,2026-01-20 17:29:43.936771+00:00
2026-01-20 05:30:00+00:00,184.363,184.43,184.355,184.394,3340,2026-01-20 17:29:43.936771+00:00
2026-01-20 06:00:00+00:00,184.39,184.798,184.387,184.794,4800,2026-01-20 17:29:43.936771+00:00
2026-01-20 06:30:00+00:00,184.796,184.892,184.75,184.839,4337,2026-01-20 17:29:43.936771+00:00
2026-01-20 07:00:00+00:00,184.844,185.086,184.836,185.075,5900,2026-01-20 17:29:43.936771+00:00
2026-01-20 07:30:00+00:00,185.074,185.203,185.028,185.11,7517,2026-01-20 17:29:43.936771+00:00
2026-01-20 08:00:00+00:00,185.111,185.124,184.937,184.962,7915,2026-01-20 17:29:43.936771+00:00
2026-01-20 08:30:00+00:00,184.963,185.032,184.802,184.897,9474,2026-01-20 17:29:43.936771+00:00
2026-01-20 09:00:00+00:00,184.898,184.939,184.69,184.851,8795,2026-01-20 17:29:43.936771+00:00
2026-01-20 09:30:00+00:00,184.852,184.989,184.808,184.953,6663,2026-01-20 17:29:43.936771+00:00
2026-01-20 10:00:00+00:00,184.952,185.066,184.94,185.05,7144,2026-01-20 17:29:43.936771+00:00
2026-01-20 10:30:00+00:00,185.052,185.153,185.013,185.125,4980,2026-01-20 17:29:43.936771+00:00
2026-01-20 11:00:00+00:00,185.126,185.159,185.078,185.11,5314,2026-01-20 17:29:43.936771+00:00
2026-01-20 11:30:00+00:00,185.111,185.176,185.072,185.114,5669,2026-01-20 17:29:43.936771+00:00
2026-01-20 12:00:00+00:00,185.114,185.189,185.073,185.173,5727,2026-01-20 17:29:43.936771+00:00
2026-01-20 12:30:00+00:00,185.174,185.244,185.095,185.115,5855,2026-01-20 17:29:43.936771+00:00
2026-01-20 13:00:00+00:00,185.116,185.175,185.049,185.096,6138,2026-01-20 17:29:43.936771+00:00
2026-01-20 13:30:00+00:00,185.097,185.403,185.043,185.195,10227,2026-01-20 17:29:43.936771+00:00
2026-01-20 14:00:00+00:00,185.196,185.237,184.961,185.147,9187,2026-01-20 17:29:43.936771+00:00
2026-01-20 14:30:00+00:00,185.15,185.262,185.095,185.203,9531,2026-01-20 17:29:43.936771+00:00
2026-01-20 15:00:00+00:00,185.203,185.341,185.199,185.262,8152,2026-01-20 17:29:43.936771+00:00
2026-01-20 15:30:00+00:00,185.266,185.349,185.181,185.194,7425,2026-01-20 17:29:43.936771+00:00
2026-01-20 16:00:00+00:00,185.201,185.326,185.199,185.305,6071,2026-01-20 17:29:43.936771+00:00
