id,strategy,action,entry_price,entry_time,quantity,leverage,position_size,atr,take_profit,stop_loss,status,pnl,broker_order_id,stop_loss_order_id,exit_price,exit_time,broker_exit_order_id
1,Moving Average Crossover,BUY,185.75,2025-10-18 23:45:00+05:30,224.76966811964562,4.175096585322417,41750.965853224174,0.8897997744675202,188.86429921063632,184.86020022553248,sl_hit,-0.03551360756290429,,,184.17,2025-10-19 14:00:00+05:30,
2,Moving Average Crossover,BUY,189.42,2025-10-19 15:45:00+05:30,115.78329705201918,2.2739224005199086,21931.672127593472,1.666019913051484,195.25106969568017,187.7539800869485,sl_hit,-0.027730760981949792,,,187.11,2025-10-20 05:00:00+05:30,
3,Moving Average Crossover,BUY,191.58,2025-10-20 09:30:00+05:30,122.08408978381705,2.4941730838612486,23388.869920783673,1.5362205713760133,196.95677199981606,190.043779428624,sl_hit,-0.03150589238409156,,,189.16,2025-10-20 21:30:00+05:30,
4,Moving Average Crossover,BUY,189.86,2025-10-21 02:45:00+05:30,196.21751626004044,4.101961855198857,37253.85763713128,0.9257033912169128,193.0999618692592,188.93429660878311,sl_hit,-0.022901504089912553,,,188.8,2025-10-21 05:30:00+05:30,
5,Moving Average Crossover,SELL,187.93,2025-10-21 06:30:00+05:30,160.34523941482536,3.395738247553989,30133.680843228132,1.1068579866859252,184.05599704659926,189.03685798668593,tp_hit,0.07679395281277311,,,183.68,2025-10-21 10:00:00+05:30,
6,Moving Average Crossover,BUY,185.92,2025-10-21 16:15:00+05:30,235.5198619377069,4.5825062184456495,43787.852731458464,0.8114337052140983,188.76001796824934,185.1085662947859,sl_hit,-0.020457617046631973,,,185.09,2025-10-21 19:15:00+05:30,
7,Moving Average Crossover,SELL,189.69,2025-10-22 02:45:00+05:30,121.4516361513344,2.4613534834821222,23038.16086154662,1.5413470781258292,184.2952852265596,191.23134707812582,sl_hit,-0.020761060538622922,,,191.29,2025-10-22 03:15:00+05:30,
8,Moving Average Crossover,BUY,185.12,2025-10-22 17:30:00+05:30,168.38349121669793,3.4008725667435753,31171.15189403512,1.0886617852738731,188.93031624845855,184.03133821472613,sl_hit,-0.04776506413965686,,,182.52,2025-10-22 19:45:00+05:30,
9,Moving Average Crossover,SELL,182.7,2025-10-22 20:00:00+05:30,98.11019691634309,2.0537429766732433,17924.73297661588,1.7791905031460817,176.4728332389887,184.47919050314607,sl_hit,-0.03147498814824907,,,185.5,2025-10-22 20:15:00+05:30,
10,Moving Average Crossover,BUY,181.92,2025-10-23 07:00:00+05:30,153.1367341836115,3.295659872956796,27858.634682682605,1.1039974209279384,185.78399097324777,180.81600257907206,tp_hit,0.07862337207911448,,,186.26,2025-10-23 11:45:00+05:30,
11,Moving Average Crossover,SELL,188.8,2025-10-24 02:15:00+05:30,170.6493299489958,3.5336156248105213,32218.593494370412,1.0685938712427094,185.05992145065053,189.86859387124272,sl_hit,-0.024705363478548004,,,190.12,2025-10-24 04:00:00+05:30,
12,Moving Average Crossover,BUY,191.08,2025-10-24 05:00:00+05:30,229.9484202626829,4.941087631955452,43938.54414379345,0.7734329533612398,193.78701533676434,190.30656704663878,tp_hit,0.07162870389636022,,,193.85,2025-10-24 10:00:00+05:30,
13,Moving Average Crossover,SELL,191.95,2025-10-24 15:30:00+05:30,276.974389560139,5.579050414853226,53165.23407606868,0.6881099317151441,189.541615238997,192.63810993171512,sl_hit,-0.02732121588935671,,,192.89,2025-10-24 17:30:00+05:30,
14,Moving Average Crossover,BUY,194.04,2025-10-24 18:00:00+05:30,155.6928264898288,3.259289828608604,30210.63605208638,1.1906888322529818,198.20741091288542,192.849311167747,sl_hit,-0.038801069388197704,,,191.73,2025-10-24 19:00:00+05:30,
15,Moving Average Crossover,SELL,191.77,2025-10-24 19:30:00+05:30,143.03892539667257,3.078823128710712,27430.5747233199,1.2457357372153146,187.4099249197464,193.01573573721532,sl_hit,-0.021995034084234248,,,193.14,2025-10-25 00:45:00+05:30,
16,Moving Average Crossover,SELL,191.69,2025-10-25 15:30:00+05:30,215.56683638953555,4.742312609982416,41322.00686751007,0.8084241414051816,188.86051550508185,192.49842414140517,sl_hit,-0.02350251436946758,,,192.64,2025-10-25 16:45:00+05:30,
17,Moving Average Crossover,BUY,193.92,2025-10-25 23:45:00+05:30,283.8198379009559,6.4684912383303725,55038.34296575336,0.599583404707692,196.01854191647692,193.3204165952923,sl_hit,-0.020681026030139632,,,193.3,2025-10-26 06:15:00+05:30,
18,Moving Average Crossover,SELL,193.56,2025-10-26 07:00:00+05:30,329.33521319695745,7.6501025593089125,63746.12386640309,0.5060324315900038,191.788886489435,194.06603243159,sl_hit,-0.020156810835128516,,,194.07,2025-10-26 12:15:00+05:30,
19,Moving Average Crossover,SELL,197.94,2025-10-27 02:00:00+05:30,295.5264287152709,7.164514871455542,58496.50129990073,0.5525566030677707,196.0060518892628,198.49255660306775,sl_hit,-0.06478974244672811,,,199.73,2025-10-27 03:30:00+05:30,
20,Moving Average Crossover,BUY,199.82,2025-10-27 04:00:00+05:30,129.54807326590443,3.3901393358524876,25886.295999993024,1.1788306037265166,203.9459071130428,198.64116939627348,tp_hit,0.07142671706505356,,,204.03,2025-10-27 06:30:00+05:30,
21,Moving Average Crossover,SELL,201.64,2025-10-27 13:30:00+05:30,159.7514592484892,3.937374155527216,32212.28424286536,1.0242359096960156,198.05517431606393,202.664235909696,sl_hit,-0.022846299156749184,,,202.81,2025-10-27 22:30:00+05:30,
22,Moving Average Crossover,SELL,199.7,2025-10-28 01:30:00+05:30,158.32044957491425,3.954916892140923,31616.593780110376,1.009882156547143,196.16541245208498,200.70988215654714,sl_hit,-0.038222281431307,,,201.63,2025-10-28 07:00:00+05:30,
23,Moving Average Crossover,SELL,199.28,2025-10-28 11:30:00+05:30,161.0012703390479,4.172925085552324,32084.333153165466,0.955109406061257,195.9371170787856,200.23510940606127,sl_hit,-0.03392281532815527,,,200.9,2025-10-28 12:15:00+05:30,
24,Moving Average Crossover,BUY,202.29,2025-10-28 12:30:00+05:30,137.7290163309733,3.7509010308325177,27861.20271359259,1.078620834499072,206.06517292074673,201.21137916550092,sl_hit,-0.02150894851829407,,,201.13,2025-10-28 15:45:00+05:30,
25,Moving Average Crossover,SELL,200.31,2025-10-28 16:15:00+05:30,162.1865210298526,4.469884238524064,32487.582027489774,0.896264821686485,197.1730731240973,201.2062648216865,sl_hit,-0.02454631652127425,,,201.41,2025-10-28 18:30:00+05:30,
26,Moving Average Crossover,BUY,202.03,2025-10-28 19:00:00+05:30,128.14563410270762,3.651673266246557,25889.262457770023,1.1065064438673642,205.90277255353578,200.92349355613263,sl_hit,-0.055128463406682364,,,198.98,2025-10-28 20:00:00+05:30,
27,Moving Average Crossover,SELL,200.34,2025-10-28 20:30:00+05:30,79.3276743153011,2.3724215419451653,15892.50627232742,1.6889072743433262,194.42882453979837,202.02890727434334,tp_hit,0.07957808107153594,,,193.62,2025-10-29 01:30:00+05:30,
28,Moving Average Crossover,BUY,194.57,2025-10-29 10:15:00+05:30,248.78144286255758,6.693284267402023,48405.40533776783,0.5813887240606374,196.60486053421224,193.98861127593935,sl_hit,-0.022016250866717397,,,193.93,2025-10-29 14:30:00+05:30,
29,Moving Average Crossover,BUY,196.34,2025-10-29 15:45:00+05:30,154.91854107308208,4.300569353166984,30416.706354288937,0.9130884023782255,199.5358094083238,195.42691159762177,tp_hit,0.07732000517815758,,,199.87,2025-10-29 18:15:00+05:30,
30,Moving Average Crossover,SELL,195.83,2025-10-29 21:45:00+05:30,103.1202166204183,2.650281998358002,20194.032020776518,1.4778050043076747,190.65768248492316,197.30780500430768,sl_hit,-0.03126258191394023,,,198.14,2025-10-29 23:00:00+05:30,
31,Moving Average Crossover,BUY,196.92,2025-10-30 07:45:00+05:30,123.10245980202608,3.2841238689269314,24241.336384214974,1.1992239504921138,201.1172838267224,195.72077604950786,sl_hit,-0.04602976781555099,,,194.16,2025-10-30 09:30:00+05:30,
32,Moving Average Crossover,SELL,192.84,2025-10-30 10:00:00+05:30,71.38059255651864,1.9548139055980749,13765.033468599053,1.9729755292588904,185.93458564759388,194.8129755292589,sl_hit,-0.021287643651503558,,,194.94,2025-10-30 11:00:00+05:30,
33,Moving Average Crossover,BUY,196.0,2025-10-30 13:00:00+05:30,101.05997461741616,2.874142739576928,19807.75502501357,1.3638849407239326,200.77359729253376,194.63611505927608,sl_hit,-0.029181347202847513,,,194.01,2025-10-30 14:30:00+05:30,
34,Moving Average Crossover,SELL,193.31,2025-10-30 14:45:00+05:30,111.88854884765085,3.2327708894816563,21629.175377739386,1.1959399945660574,189.1242100190188,194.50593999456606,tp_hit,0.0712410324824987,,,189.05,2025-10-30 17:45:00+05:30,
35,Moving Average Crossover,BUY,183.47,2025-10-31 05:00:00+05:30,135.26263221491968,3.462507005393431,24816.63513247131,1.059752368524973,187.1791332898374,182.41024763147502,tp_hit,0.10228804692446915,,,188.89,2025-10-31 17:15:00+05:30,
36,Moving Average Crossover,SELL,185.05,2025-10-31 22:15:00+05:30,122.35440399271616,2.865902177944188,22641.682458852127,1.2913909024818346,180.5301318413136,186.34139090248183,sl_hit,-0.03283281608884955,,,187.17,2025-11-01 00:45:00+05:30,
37,Moving Average Crossover,BUY,188.42,2025-11-01 01:15:00+05:30,131.56610121191574,3.244308313123547,24789.68479034916,1.1615418869891159,192.4853966044619,187.25845811301087,sl_hit,-0.025827738401896404,,,186.92,2025-11-01 02:15:00+05:30,
38,Moving Average Crossover,SELL,187.16,2025-11-01 03:00:00+05:30,150.9872901130158,3.796372182356027,28258.781217552038,0.9859939490118621,183.70902117845847,188.14599394901185,open,0.0,,,,,
